CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
2747,300221001202500001,280,22,3,5,14,3,2025-12-03,21:31,2025-11-30,2025-12-03,12.53378,76.450887,"the railway station, Mysuru","On credible information a raid was conducted near Shivaji Nagar, Mysuru at about 18.45 hours. The accused was found transporting 12 boxes of Indian made liquor without a valid permit in a Bajaj Pulsar motorcycle. Contraband valued at Rs 114,000 was seized.",1732,Chargesheeted,Y
2748,300221001202500002,280,22,3,5,14,3,2025-06-05,22:21,2025-06-04,2025-06-05,12.649135,76.336491,"the temple street, Mysuru","During patrolling near the petrol bunk at Industrial Area, Mysuru the accused was found in possession of 7 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA26XE8169 were seized under panchanama.",1732,Chargesheeted,Y
2749,300031006202400007,42,3,3,5,14,3,2024-09-14,01:18,2024-09-12,2024-09-14,15.845706,74.81194,"the government hospital, Belagavi","On credible information a raid was conducted near the taluk office at Town, Belagavi at about 12.30 hours. The accused was found transporting 5 boxes of Indian made liquor without a valid permit in a Yamaha FZ motorcycle. Contraband valued at Rs 255,500 was seized.",238,Chargesheeted,Y
2750,300221001202500003,280,22,3,5,14,3,2025-12-26,19:14,2025-12-25,2025-12-26,12.53282,76.363682,"the petrol bunk, Mysuru","During patrolling near the bus stand at Extension, Mysuru the accused was found in possession of 4 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA38QA4171 were seized under panchanama.",1732,Chargesheeted,Y
2751,100031006202300001,42,3,1,4,13,3,2023-12-18,14:11,2023-12-17,2023-12-18,15.747838,74.856852,"the bus stand, Belagavi","ದೂರುದಾರರು the APMC yard at Kote, Belagavi ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 47,000 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",238,Chargesheeted,Y
2752,300031006202300002,42,3,3,5,14,3,2023-11-25,22:21,2023-11-25,2023-11-25,15.721586,74.812117,"the college ground, Belagavi","On credible information a raid was conducted near the sugar factory road at Halli, Belagavi at about 04.15 hours. The accused was found transporting 10 boxes of Indian made liquor without a valid permit in a Maruti Omni van. Contraband valued at Rs 111,000 was seized.",233,Chargesheeted,Y
2753,100041006202400020,52,4,1,4,13,3,2024-08-22,19:09,2024-08-22,2024-08-22,13.246478,77.596189,"the railway station, Bengaluru Urban","ದೂರುದಾರರು the main road junction at Extension, Bengaluru Urban ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 26,500 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",291,Chargesheeted,Y
2754,100061003202600010,74,6,1,1,1,1,2026-01-20,20:28,2026-01-20,2026-01-20,18.256883,77.543252,"the temple street, Bidar","The deceased was found lying in a pool of blood near the sugar factory road at Town, Bidar. Investigation reveals that the accused, over a dispute regarding a village festival collection, stabbed the deceased with a knife causing fatal injuries.",437,Chargesheeted,Y
2755,100011013202100001,22,1,1,2,6,2,2021-07-24,03:37,2021-07-24,2021-07-24,16.448979,75.541247,"the APMC yard, Bagalkot","Accused persons gained entry into the locked house at the government hospital at Jayanagar, Bagalkot by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 138,000.",111,Chargesheeted,Y
2756,100041007202300017,53,4,1,2,10,3,2023-01-08,01:58,2023-01-07,2023-01-08,13.166791,77.333018,"the housing board colony, Bengaluru Urban","The complainant had tied his cattle in the shed adjoining his house at the housing board colony at Extension, Bengaluru Urban. During the night the accused untied and took away 7 head of cattle valued at Rs 294,500 in a goods vehicle.",305,Chargesheeted,Y
2757,100041007202100004,53,4,1,2,10,3,2021-12-21,03:43,2021-12-21,2021-12-21,13.079833,77.396647,"the taluk office, Bengaluru Urban","Unknown persons loaded 8 cattle belonging to the complainant from the grazing ground near Ring Road, Bengaluru Urban into a lorry and transported them away. Value of the cattle is Rs 328,000.",301,Closed False,Y
2758,100051003202300002,58,5,1,4,12,2,2023-04-14,11:28,2023-04-11,2023-04-14,13.292165,77.897726,"the railway station, Bengaluru Rural","The accused, representing himself as the proprietor of a finance establishment at the housing board colony at Vidya Nagar, Bengaluru Rural, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 187,500.",330,Chargesheeted,Y
2759,100251001202500002,316,25,1,4,12,2,2025-12-22,12:09,2025-12-20,2025-12-22,14.008048,75.405679,"the petrol bunk, Shivamogga","The accused induced the complainant to invest in a chit scheme operated from the railway station at Ring Road, Shivamogga, collected Rs 25,500 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",1947,Chargesheeted,Y
2760,100251001202300006,316,25,1,4,12,2,2023-03-23,15:25,2023-03-23,2023-03-23,14.06389,75.443281,"the temple street, Shivamogga","The accused induced the complainant to invest in a chit scheme operated from the petrol bunk at Women, Shivamogga, collected Rs 385,500 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",1946,Chargesheeted,Y
2761,300251001202300007,316,25,3,5,14,3,2023-08-25,01:59,2023-08-24,2023-08-25,14.03921,75.367299,"the main road junction, Shivamogga","During patrolling near Ashok Nagar, Shivamogga the accused was found in possession of 7 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA05NK6826 were seized under panchanama.",1947,Chargesheeted,Y
2762,100041006202300016,52,4,1,4,13,3,2023-08-05,20:26,2023-08-05,2023-08-05,13.173561,77.592824,"the government hospital, Bengaluru Urban","The complainant used the ATM kiosk at the government hospital at Traffic, Bengaluru Urban. Subsequently an amount of Rs 311,500 was withdrawn from his account in 7 transactions without his knowledge. It appears the accused installed a skimming device and captured the card data.",294,Chargesheeted,Y
2763,100151001202300001,180,15,1,2,8,2,2023-12-07,10:00,2023-12-07,2023-12-07,13.244229,75.774442,"the temple street, Hassan","Two unknown persons on a black motorcycle approached the complainant near Town, Hassan at 06.15 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 324,500.",1079,Chargesheeted,Y
2764,100221012202300004,293,22,1,1,3,4,2023-03-01,18:18,2023-02-28,2023-03-01,12.47181,76.734944,"the temple street, Mysuru","There was a quarrel between the complainant and the accused over supply of water to a field near Jayanagar, Mysuru. The accused abused the complainant in filthy language, restrained him and assaulted him with a wooden club causing bleeding injury on the head.",1830,Chargesheeted,Y
2765,100021004202400001,30,2,1,2,10,3,2024-11-06,03:39,2024-11-06,2024-11-06,15.252505,76.878268,"the taluk office, Ballari","The complainant had tied his cattle in the shed adjoining his house at Vidya Nagar, Ballari. During the night the accused untied and took away 7 head of cattle valued at Rs 86,000 in a goods vehicle.",149,Chargesheeted,Y
2766,100111007202500002,141,11,1,1,3,4,2025-08-26,21:17,2025-08-25,2025-08-26,12.92925,75.145804,"the government hospital, Dakshina Kannada","the taluk office at Vinoba Nagar, Dakshina Kannada ಬಳಿ ದೂರುದಾರರು ಮತ್ತು ಆರೋಪಿಯ ನಡುವೆ grazing of cattle ವಿಚಾರವಾಗಿ ಜಗಳ ನಡೆದಿದೆ. ಆರೋಪಿಯು ಅವಾಚ್ಯ ಶಬ್ದಗಳಿಂದ ನಿಂದಿಸಿ ದೊಣ್ಣೆಯಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಗಾಯಗೊಳಿಸಿರುತ್ತಾನೆ.",851,Chargesheeted,Y
2767,100201011202600001,263,20,1,2,10,3,2026-02-28,03:55,2026-02-25,2026-02-28,15.362446,76.371638,"the railway station, Koppal","The complainant had tied his cattle in the shed adjoining his house at Rural, Koppal. During the night the accused untied and took away 9 head of cattle valued at Rs 205,000 in a goods vehicle.",1633,Closed False,Y
2768,100131004202500001,162,13,1,4,12,2,2025-05-17,10:51,2025-05-17,2025-05-17,15.263885,74.704068,"the main road junction, Dharwad","The accused, representing himself as the proprietor of a finance establishment at the vegetable market at Town, Dharwad, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 395,000.",974,Chargesheeted,Y
2769,100131004202400005,162,13,1,4,12,2,2024-08-28,10:33,2024-08-27,2024-08-28,15.265928,74.716437,"the taluk office, Dharwad","The accused, representing himself as the proprietor of a finance establishment at Halli, Dharwad, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 435,500.",974,Chargesheeted,Y
2770,100131004202500002,162,13,1,4,12,2,2025-06-24,12:17,2025-06-24,2025-06-24,15.355542,74.646765,"the housing board colony, Dharwad","The accused induced the complainant to invest in a chit scheme operated from Jayanagar, Dharwad, collected Rs 367,500 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",982,Chargesheeted,Y
2771,300041001202400014,46,4,3,5,15,2,2024-07-31,18:51,2024-07-30,2024-07-31,12.677112,77.533778,"the APMC yard, Bengaluru Urban","During vehicle checking near Shivaji Nagar, Bengaluru Urban the accused travelling in a Maruti Omni van bearing number KA36LX9229 was found transporting 12 kilograms of ganja. The substance tested positive on field kit and was seized.",257,Chargesheeted,Y
2772,300041001202500017,46,4,3,5,15,2,2025-06-29,13:13,2025-06-29,2025-06-29,12.688038,77.600828,"the railway station, Bengaluru Urban","ಮಾಹಿತಿಯ ಮೇರೆಗೆ Ashok Nagar, Bengaluru Urban ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 16 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",257,Chargesheeted,Y
2773,100261001202400004,328,26,1,1,3,4,2024-01-13,17:58,2024-01-13,2024-01-13,13.186766,76.870667,"the railway station, Tumakuru","On 22.45 hours near Basaveshwara Nagar, Tumakuru the accused picked up a quarrel with the complainant regarding a share in ancestral property, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",2017,Closed NC,Y
2774,100261001202500001,328,26,1,4,12,2,2025-07-21,14:24,2025-07-20,2025-07-21,13.231341,76.959842,"the main road junction, Tumakuru","The accused, representing himself as the proprietor of a finance establishment at the housing board colony at Ashok Nagar, Tumakuru, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 141,500.",2022,Chargesheeted,Y
2775,100301012202500002,394,30,1,4,12,2,2025-08-23,15:56,2025-08-23,2025-08-23,16.717743,77.361762,"the railway station, Yadgir","The accused, representing himself as the proprietor of a finance establishment at the bus stand at Ashok Nagar, Yadgir, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 343,500.",2447,Chargesheeted,Y
2776,300271007202400002,344,27,3,5,14,3,2024-07-24,19:43,2024-07-24,2024-07-24,13.598484,74.829493,"the sugar factory road, Udupi","On credible information a raid was conducted near Cantonment, Udupi at about 14.15 hours. The accused was found transporting 5 boxes of Indian made liquor without a valid permit in a TVS XL moped. Contraband valued at Rs 410,500 was seized.",2129,Chargesheeted,Y
2777,300201010202300001,262,20,3,5,14,3,2023-04-03,01:46,2023-04-03,2023-04-03,15.566274,76.135195,"the railway station, Koppal","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ the APMC yard at Halli, Koppal ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 4 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 3,500 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",1621,Chargesheeted,Y
2778,100291013202200001,378,29,1,2,9,1,2022-08-28,03:19,2022-08-28,2022-08-28,16.563549,76.013159,"the government hospital, Vijayapura","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the housing board colony at Vidya Nagar, Vijayapura at about 07.00 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 29,000.",2344,Chargesheeted,Y
2779,300291013202200002,378,29,3,5,15,2,2022-05-23,10:32,2022-05-22,2022-05-23,16.636811,76.027684,"the petrol bunk, Vijayapura","ಮಾಹಿತಿಯ ಮೇರೆಗೆ the temple street at Basaveshwara Nagar, Vijayapura ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 12 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",2345,Under Investigation,Y
2780,100291013202200003,378,29,1,2,6,2,2022-03-19,01:18,2022-03-19,2022-03-19,16.582375,75.984357,"the railway station, Vijayapura","The complainant closed his provision store at Jayanagar, Vijayapura at 14.45 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 41,000 was missing.",2344,Chargesheeted,Y
2781,100271007202400003,344,27,1,4,13,3,2024-04-17,17:35,2024-04-15,2024-04-17,13.502546,74.868125,"the bus stand, Udupi","ದೂರುದಾರರು Vidya Nagar, Udupi ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 81,000 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",2132,Chargesheeted,Y
2782,100291013202300001,378,29,1,1,3,4,2023-08-14,22:01,2023-08-14,2023-08-14,16.57426,75.996776,"the government hospital, Vijayapura","On 00.45 hours near Industrial Area, Vijayapura the accused picked up a quarrel with the complainant regarding a share in ancestral property, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",2342,Chargesheeted,Y
2783,100291013202200004,378,29,1,1,3,4,2022-07-22,19:15,2022-07-22,2022-07-22,16.672938,75.988228,"the APMC yard, Vijayapura","The accused, in furtherance of an old dispute over a previous quarrel between the families, waylaid the complainant near Traffic, Vijayapura, obstructed his path and beat him with a stick causing a fracture.",2344,Under Investigation,Y
2784,100071006202300006,89,7,1,2,5,3,2023-03-27,20:23,2023-03-25,2023-03-27,11.797153,76.693282,"the housing board colony, Chamarajanagar","Complainant had parked his TVS XL moped bearing registration KA54HF7196 in front of the housing board colony at Vinoba Nagar, Chamarajanagar at about 18.30 hours. On returning he found the vehicle missing. Unknown accused has broken the handle lock and committed theft of the vehicle worth Rs 385,500.",537,Chargesheeted,Y
